,Unnamed: 0,actual,predicted,text,label
7346,7346,3,2,"Dozens killed in oil pipeline explosion in Nigeria Dozens of oil scoopers had died in an oil pipeline explosion on the outskirts of Lagos, Nigeria #39;s largest city, police and witnesses said on Friday.",0
7354,7354,3,2,"Three Hurt in West Bank Suicide Blast - Medics  - A suicide bomber exploded near a West\Bank checkpoint hurting at least three people on Tuesday, an\Israeli medic said.",0
7355,7355,2,1,"Myanmar Says Constitution Talks to Restart Soon  YANGON (Reuters) - Myanmar's military junta has confirmed a  constitution-forming National Convention will restart at the  end of the rainy season in November, despite political turmoil  sparked by the purge of Prime Minister Khin Nyunt.",0
7356,7356,2,3,World powers and neighbours back Iraqi elections SHARM EL SHEIKH: The worlds main powers and the Middle East countries put on a rare show of unity on Tuesday to support January elections in Iraq that UN chief Kofi Annan termed critical to quell rampant violence.,0
7375,7375,2,0,Suspect held at  #39;mini-Guantanamo #39; for three years released by ... David Blunkett #39;s emergency anti-terrorism laws came under fire last night after he ruled a suspect interned without trial for nearly three years no longer posed a national threat.,0
7387,7387,3,2,"US Troops Occupy All of Fallujah A US Marine arrests Iraqi men in the western part of Fallujah, Iraq, Saturday, Nov. 13, 2004. About 80 percent of the city was said to be under US control, with insurgents pushed into a narrow corner.",0
7414,7414,0,2,Rescuers confident of saving second pod Rescue teams are confident of saving most surviving whales from a pod beached off Tasmania #39;s east coast - the second mass stranding in Tasmanian waters in 24 hours.,0
7421,7421,1,0,U.S. Warplanes Attack Militants in Iraq  - American warplanes struck militant positions in two insurgent-controlled cities Thursday and U.S. and Iraqi troops quietly took control of a third in a sweeping crackdown following a spike in attacks against U.S. forces.,0
7424,7424,3,2,Sinn Fein seeks faster N Ireland pullout An Irish political party leader is to urge British Prime Minister Tony Blair to accelerate the withdrawal of troops from republican areas of Northern Ireland.,0
7432,7432,3,0,"Kenyan ex-ruling party says sorry Uhuru Kenyatta, leader of Kenya's former ruling party, apologises for mistakes made over the past 40 years.",0
7435,7435,3,2,"Clinton Feels 'Distant' From Election  - Former President Clinton may be out on the campaign trail, but he says he feels a bit detached ""from the to and fro of the elections.""",0
7440,7440,3,1,"In Paris for talks, King Abdullah pessimistic on Iraqi elections PARIS : King Abdullah of Jordan held talks on the Middle East with President Jacques Chirac after warning in a newspaper interview that elections in Iraq are impossible in the current state of insecurity.",0
7456,7456,3,2,"Abbas vows no retreat from refugee demand RAMALLAH, West Bank -- Palestinian presidential candidate Mahmoud Abbas vowed yesterday never to give up the late Yasser Arafat's bedrock demand that Israel recognize a  right of return  of Palestinian refugees.",0
7486,7486,2,3,"Barry makes political comeback in Washington  - Marion Barry, the former mayor of Washington who was caught taking cocaine, has made a new political comeback in the US capital.",0
7487,7487,3,2,"First five-year review of international treaty to ban land mines ... NAIROBI, Kenya - The first five-year review of the international treaty to ban land mines begins considering governments compliance with the pact on Monday, and starts work on a five-year action plan.",0
7490,7490,3,0,"Bosnian Serb Panel Publishes Final Report  - Bosnian Serb forces killed more than 7,000 Muslim men and boys at Srebrenica, a Bosnian Serb commission conceded Thursday in its final report on the 1995 massacre.",0
7497,7497,2,3,Nobel Peace Prize awarded Environmentalists around the world are holding their heads a little higher. Wangari Maathai is being honored for her work in preserving the earth.,0
7503,7503,0,3,Polanski court appeal with Lords Lawyers for director Roman Polanski say he should be allowed to fight a libel case in the UK from France.,0
7504,7504,3,0,"Middle East ; Arafat could have died of poisoning, PLO official Middle East News, Ramallah, Dec 12 (IANS) A top Palestinian official has said the late Palestinian president Yasser Arafat could have died of poisoning, but there was  no medical or political proof , reports Xinhua.",0
7513,7513,0,2,"Election Heralds Start of Endgame in UN-Run Kosovo  - Kosovo's\general election on Saturday will be the first step in a tricky\endgame to settle the fate of the Serbian province, now a U.N.\protectorate in the heart of the Balkans.",0
7517,7517,0,2,"Challenger takes lead in Ukraine vote plunging a heated debate between the two rivals over the country #39;s future into a run-off. Minister Viktor Yanukovich, who is backed by Ukraine #39;s establishment oriented towards neighbouring Russia.",0
7524,7524,2,0,"As First Debate Nears, Rivals Seek to Bring Iraq Into Focus President Bush ridiculed Senator John Kerry today, and Mr. Kerry assailed the president's Iraq policy in a statement issued by his campaign.",0
7549,7549,2,3,Saudis Dissident Says He Won #39;t Give Up A Saudi dissident said Friday his group will not give up its efforts for peaceful action against the royal family even though its call for a second day of anti-monarchy protests went unheeded.,0
7554,7554,3,0,Iraqi election date thrown into fresh doubt Iraq #39;s elections were thrown into renewed doubt only days after the interim government won international backing for its decision to hold the poll at the end of January.,0
7569,7569,2,3,"Israel Expands Gaza Offensive, UN #39;s Annan Urges Halt Israel has escalated its military offensive in Gaza with an air strike on a militant stronghold that killed a senior Hamas leader.",0
7571,7571,0,1,"Powell Leans Toward Genocide Finding in Darfur  WASHINGTON (Reuters) - Secretary of State Colin Powell is  leaning toward a determination that the violence in the western  Sudan region of Darfur constitutes genocide, Bush  administration officials said on Wednesday.",0
7582,7582,2,0,"Philippines Rushes Relief to Flooded Areas  GENERAL NAKAR, Philippines (Reuters) - Philippine soldiers  rushed food, drinking water and other supplies by foot and  helicopters on Sunday to provinces cut off by four storms in  two weeks that left more than 1,300 people dead or missing.",0
7594,7594,3,0,"Europe vote 'early 2006' - Straw Jack Straw says the UK is likely to hold a vote on the EU constitution early in 2006, as Tony Blair prepares to sign up to it.",0
7606,7606,0,2,"A Biographical Behemoth Is Ready to Bend Shelves Walk up St. Giles, the great piazza that runs north of St. Mary Magdalen #39;s church here, with St. John #39;s College to your right and the Ashmolean Museum to your left, and ",0
7609,7609,3,1,"Bush Surveys Hurricane Damage in Florida PENSACOLA, Fla. - President Bush on Sunday got a firsthand look at Hurricane Ivan's devastation during his third trip to Florida to assess the damage from this summer's fierce storms in the South...",0
7615,7615,0,3,"Sadr agrees to accept Iraq peace mission demands BAGHDAD : Shiite militia leader Moqtada Sadr has agreed to disarm and quit a holy shrine in Najaf as demanded by Iraq #39;s key national conference, one of the organisers of the meeting said. ",0
7616,7616,3,0,Kenyan Environmentalist Wins Nobel Peace Prize  OSLO (Reuters) - Kenyan environmentalist Wangari Maathai  became the first African woman to win the Nobel Peace Prize  Friday for aiding the continent's poor with a campaign to plant  millions of trees to slow down deforestation.,0
7629,7629,2,1,"Unfinished Business Piles Up in Congress  - For the fourth straight election year, people tired of all the politicking and politicians tired of all the campaigning face the prospect of Congress returning after Election Day for an unpopular lame-duck session.",0
7630,7630,0,3,"Kazakh Party Offices Hit Two months after elections that were criticized as falling short of international standards, two explosions shook the offices of President ",0
7633,7633,3,0,"49 killed in serial blasts in Assam, Nagaland A series of bomb blasts and militant attacks in Nagaland and Assam have killed at least 49 people today. In Assam, there have been several explosions and attacks all through the day, killing 26 people.",0
7647,7647,2,3,"In Autism, New Goal Is Finding It Soon Enough to Fight It Across the country, thousands of toddlers are joining studies that could signal new hope for a baffling childhood disorder.",0
7673,7673,2,3,"Analysis / Culprits unknown, but goals a plenty Suicide bombers, booby-trapped cars or a gas leak; by midnight it was still impossible to get confirmed information from official Egyptian sources.",0
7675,7675,3,0,"UDA seeks part in Ulster talks BELFAST, NORTHERN IRELAND -- Northern Ireland #39;s largest and most violent outlawed group, the Ulster Defence Association, announced yesterday it will desist from further attacks and wants to rejoin peacemaking efforts.",0
7688,7688,3,0,"Bush to Renew Intelligence Reform Pressure on Congress  By David Morgan SANTIAGO, Chile (Reuters) - President Bush will renewpressure on Congress to reach agreement on intelligence reformsthis year, after a weekend deal collapsed in the face ofRepublican opposition, the White House said on Sunday.",0
7696,7696,2,3,"Study ties Hussein, guerrilla strategy WASHINGTON -- The ''shock and awe  attack that toppled Saddam Hussein in three weeks is often touted as a brilliant strategy that defeated Iraq with relatively few US casualties. But new information suggests that the United States may have played into Hussein's plans for a quick war followed by a long guerrilla insurgency.",0
